Unnamed: 0,nameWithOwner,url,stargazers,releases,age,loc,cbo,dit,lcom
974,flavioarfaria/KenBurnsView,https://github.com/flavioarfaria/KenBurnsView,2676,4,7,0.0,0.0,0.0,0.0
975,glomadrian/Grav,https://github.com/glomadrian/Grav,2668,0,4,0.0,0.0,0.0,0.0
976,MindorksOpenSource/android-mvvm-architecture,https://github.com/MindorksOpenSource/android-mvvm-architecture,2667,0,4,0.0,0.0,0.0,0.0
977,Dimezis/BlurView,https://github.com/Dimezis/BlurView,2663,22,5,0.0,0.0,0.0,0.0
978,Hitomis/transferee,https://github.com/Hitomis/transferee,2658,8,4,0.0,0.0,0.0,0.0
979,Malinskiy/SuperRecyclerView,https://github.com/Malinskiy/SuperRecyclerView,2658,7,6,0.0,0.0,0.0,0.0
980,chanjarster/weixin-java-tools,https://github.com/chanjarster/weixin-java-tools,2655,21,7,0.0,0.0,0.0,0.0
981,Todd-Davies/ProgressWheel,https://github.com/Todd-Davies/ProgressWheel,2652,3,9,0.0,0.0,0.0,0.0
982,brianway/springmvc-mybatis-learning,https://github.com/brianway/springmvc-mybatis-learning,2651,0,5,0.0,0.0,0.0,0.0
983,qii/weiciyuan,https://github.com/qii/weiciyuan,2650,0,9,0.0,0.0,0.0,0.0
984,google/hover,https://github.com/google/hover,2646,0,5,0.0,0.0,0.0,0.0
985,spring-io/initializr,https://github.com/spring-io/initializr,2645,9,8,0.0,0.0,0.0,0.0
986,lbryio/lbry-android,https://github.com/lbryio/lbry-android,2645,84,4,0.0,0.0,0.0,0.0
987,aritraroy/PatternLockView,https://github.com/aritraroy/PatternLockView,2643,0,4,0.0,0.0,0.0,0.0
988,500px/500px-android-blur,https://github.com/500px/500px-android-blur,2642,0,6,0.0,0.0,0.0,0.0
989,apache/calcite,https://github.com/apache/calcite,2642,0,7,0.0,0.0,0.0,0.0
990,spring-projects/spring-authorization-server,https://github.com/spring-projects/spring-authorization-server,2641,7,1,0.0,0.0,0.0,0.0
991,chennaione/sugar,https://github.com/chennaione/sugar,2639,6,10,0.0,0.0,0.0,0.0
992,killme2008/aviatorscript,https://github.com/killme2008/aviatorscript,2637,44,10,0.0,0.0,0.0,0.0
993,supertokens/supertokens-core,https://github.com/supertokens/supertokens-core,2634,0,1,0.0,0.0,0.0,0.0
994,SimonVT/android-menudrawer,https://github.com/SimonVT/android-menudrawer,2629,0,9,0.0,0.0,0.0,0.0
995,beworker/pinned-section-listview,https://github.com/beworker/pinned-section-listview,2628,5,8,0.0,0.0,0.0,0.0
996,halirutan/IntelliJ-Key-Promoter-X,https://github.com/halirutan/IntelliJ-Key-Promoter-X,2628,16,4,0.0,0.0,0.0,0.0
997,florent37/ViewAnimator,https://github.com/florent37/ViewAnimator,2625,3,5,0.0,0.0,0.0,0.0
998,phodal/migration,https://github.com/phodal/migration,2624,0,1,0.0,0.0,0.0,0.0
999,jjoe64/GraphView,https://github.com/jjoe64/GraphView,2624,1,10,0.0,0.0,0.0,0.0
